package,previous_name,name,previous_camel_cased,camel_cased,previous_pascal_cased,pascal_cased
@nrk/core-icons,nrk-dice-6--active,dice-6-solid,nrkDice6Active,dice6SolidIcon,NrkDice6Active,Dice6SolidIcon
@nrk/core-icons,nrk-dice-3,dice-3,nrkDice3,dice3Icon,NrkDice3,Dice3Icon
@nrk/core-icons,nrk-hardware-laptop,laptop,nrkHardwareLaptop,laptopIcon,NrkHardwareLaptop,LaptopIcon
@nrk/core-icons,nrk-person,person,nrkPerson,personIcon,NrkPerson,PersonIcon
@nrk/core-icons,nrk-gallery,image-stack,nrkGallery,imageStackIcon,NrkGallery,ImageStackIcon
@nrk/core-icons,nrk-tilgjengelighet-lydtekst,spoken-subtitles,nrkTilgjengelighetLydtekst,spokenSubtitlesIcon,NrkTilgjengelighetLydtekst,SpokenSubtitlesIcon
@nrk/core-icons,nrk-hardware-smart-speaker,smart-speaker,nrkHardwareSmartSpeaker,smartSpeakerIcon,NrkHardwareSmartSpeaker,SmartSpeakerIcon
@nrk/core-icons,nrk-tilgjengelighet-tegnspraak,sign-language,nrkTilgjengelighetTegnspraak,signLanguageIcon,NrkTilgjengelighetTegnspraak,SignLanguageIcon
@nrk/core-icons,nrk-home,house,nrkHome,houseIcon,NrkHome,HouseIcon
@nrk/core-icons,nrk-alarm-clock,clock-alarm,nrkAlarmClock,clockAlarmIcon,NrkAlarmClock,ClockAlarmIcon
@nrk/core-icons,nrk-dice-5--active,dice-5-solid,nrkDice5Active,dice5SolidIcon,NrkDice5Active,Dice5SolidIcon
@nrk/core-icons,nrk-home--active,house-solid,nrkHomeActive,houseSolidIcon,NrkHomeActive,HouseSolidIcon
@nrk/core-icons,nrk-dice-2,dice-2,nrkDice2,dice2Icon,NrkDice2,Dice2Icon
@nrk/core-icons,nrk-arrange-list,drag-horizontal,nrkArrangeList,dragHorizontalIcon,NrkArrangeList,DragHorizontalIcon
@nrk/core-icons,nrk-dice-4--active,dice-4-solid,nrkDice4Active,dice4SolidIcon,NrkDice4Active,Dice4SolidIcon
@nrk/core-icons,nrk-media-volume--muted,volume-x,nrkMediaVolumeMuted,volumeXIcon,NrkMediaVolumeMuted,VolumeXIcon
@nrk/core-icons,nrk-some-embed,code,nrkSomeEmbed,codeIcon,NrkSomeEmbed,CodeIcon
@nrk/core-icons,nrk-live-activity,clock-and-dot,nrkLiveActivity,clockAndDotIcon,NrkLiveActivity,ClockAndDotIcon
@nrk/core-icons/expressive,nrk-geopoint-expressive--active,pin-solid-expressive,nrkGeopointExpressiveActive,pinSolidExpressiveIcon,NrkGeopointExpressiveActive,PinSolidExpressiveIcon
@nrk/core-icons/expressive,nrk-info-expressive,info-circle-expressive,nrkInfoExpressive,infoCircleExpressiveIcon,NrkInfoExpressive,InfoCircleExpressiveIcon
@nrk/core-icons/expressive,nrk-person-expressive,person-expressive,nrkPersonExpressive,personExpressiveIcon,NrkPersonExpressive,PersonExpressiveIcon
@nrk/core-icons/expressive,nrk-search-expressive--active,magnifying-glass-strong-expressive,nrkSearchExpressiveActive,magnifyingGlassStrongExpressiveIcon,NrkSearchExpressiveActive,MagnifyingGlassStrongExpressiveIcon
@nrk/core-icons/expressive,nrk-list-expressive--active,list-strong-expressive,nrkListExpressiveActive,listStrongExpressiveIcon,NrkListExpressiveActive,ListStrongExpressiveIcon
@nrk/core-icons/expressive,nrk-hardware-headphones-expressive,headphones-expressive,nrkHardwareHeadphonesExpressive,headphonesExpressiveIcon,NrkHardwareHeadphonesExpressive,HeadphonesExpressiveIcon
@nrk/core-icons/expressive,nrk-media-chromecast-expressive,chromecast-expressive,nrkMediaChromecastExpressive,chromecastExpressiveIcon,NrkMediaChromecastExpressive,ChromecastExpressiveIcon
@nrk/core-icons/expressive,nrk-bell-expressive--active,bell-solid-expressive,nrkBellExpressiveActive,bellSolidExpressiveIcon,NrkBellExpressiveActive,BellSolidExpressiveIcon
@nrk/core-icons/expressive,nrk-sleep-expressive,zz-expressive,nrkSleepExpressive,zzExpressiveIcon,NrkSleepExpressive,ZzExpressiveIcon
@nrk/core-icons/expressive,nrk-arrow-nested-expressive,arrow-turn-right-down-expressive,nrkArrowNestedExpressive,arrowTurnRightDownExpressiveIcon,NrkArrowNestedExpressive,ArrowTurnRightDownExpressiveIcon
@nrk/core-icons/expressive,nrk-some-tommelned-expressive,thumbs-down-expressive,nrkSomeTommelnedExpressive,thumbsDownExpressiveIcon,NrkSomeTommelnedExpressive,ThumbsDownExpressiveIcon
@nrk/core-icons/expressive,nrk-settings-expressive,settings-expressive,nrkSettingsExpressive,settingsExpressiveIcon,NrkSettingsExpressive,SettingsExpressiveIcon
@nrk/core-icons/expressive,nrk-media-ffw-5sec-expressive,go-forward-5-expressive,nrkMediaFfw5secExpressive,goForward5ExpressiveIcon,NrkMediaFfw5secExpressive,GoForward5ExpressiveIcon
@nrk/core-icons/expressive,nrk-chevron-up-expressive,chevron-up-expressive,nrkChevronUpExpressive,chevronUpExpressiveIcon,NrkChevronUpExpressive,ChevronUpExpressiveIcon
@nrk/core-icons/expressive,nrk-close-expressive,xmark-expressive,nrkCloseExpressive,xmarkExpressiveIcon,NrkCloseExpressive,XmarkExpressiveIcon
@nrk/core-icons/expressive,nrk-media-ffw-15sec-expressive,go-forward-15-expressive,nrkMediaFfw15secExpressive,goForward15ExpressiveIcon,NrkMediaFfw15secExpressive,GoForward15ExpressiveIcon
@nrk/core-icons/expressive,nrk-media-previous-expressive,backward-end-expressive,nrkMediaPreviousExpressive,backwardEndExpressiveIcon,NrkMediaPreviousExpressive,BackwardEndExpressiveIcon
@nrk/core-icons/expressive,nrk-media-ffw-expressive,forward-expressive,nrkMediaFfwExpressive,forwardExpressiveIcon,NrkMediaFfwExpressive,ForwardExpressiveIcon
@nrk/core-icons/expressive,nrk-media-ffw-30sec-expressive,go-forward-30-expressive,nrkMediaFfw30secExpressive,goForward30ExpressiveIcon,NrkMediaFfw30secExpressive,GoForward30ExpressiveIcon
@nrk/core-icons/expressive,nrk-show-expressive,eye-expressive,nrkShowExpressive,eyeExpressiveIcon,NrkShowExpressive,EyeExpressiveIcon
@nrk/core-icons/expressive,nrk-media-chromecast-expressive--active,chromecast-solid-expressive,nrkMediaChromecastExpressiveActive,chromecastSolidExpressiveIcon,NrkMediaChromecastExpressiveActive,ChromecastSolidExpressiveIcon
@nrk/core-icons/expressive,nrk-unlock-expressive--active,lock-open-solid-expressive,nrkUnlockExpressiveActive,lockOpenSolidExpressiveIcon,NrkUnlockExpressiveActive,LockOpenSolidExpressiveIcon
@nrk/core-icons/expressive,nrk-search-expressive,magnifying-glass-expressive,nrkSearchExpressive,magnifyingGlassExpressiveIcon,NrkSearchExpressive,MagnifyingGlassExpressiveIcon
@nrk/core-icons/expressive,nrk-download-expressive,download-expressive,nrkDownloadExpressive,downloadExpressiveIcon,NrkDownloadExpressive,DownloadExpressiveIcon
@nrk/core-icons/expressive,nrk-upload-expressive,upload-expressive,nrkUploadExpressive,uploadExpressiveIcon,NrkUploadExpressive,UploadExpressiveIcon
@nrk/core-icons/expressive,nrk-some-tommelned-expressive--active,thumbs-down-solid-expressive,nrkSomeTommelnedExpressiveActive,thumbsDownSolidExpressiveIcon,NrkSomeTommelnedExpressiveActive,ThumbsDownSolidExpressiveIcon
@nrk/core-icons/expressive,nrk-unlock-expressive,lock-open-expressive,nrkUnlockExpressive,lockOpenExpressiveIcon,NrkUnlockExpressive,LockOpenExpressiveIcon
@nrk/core-icons/expressive,nrk-media-subtitles-expressive,speech-bubble-subtitles-expressive,nrkMediaSubtitlesExpressive,speechBubbleSubtitlesExpressiveIcon,NrkMediaSubtitlesExpressive,SpeechBubbleSubtitlesExpressiveIcon
@nrk/core-icons/expressive,nrk-arrow-down-expressive,arrow-down-expressive,nrkArrowDownExpressive,arrowDownExpressiveIcon,NrkArrowDownExpressive,ArrowDownExpressiveIcon
@nrk/core-icons/expressive,nrk-trash-expressive,trashcan-expressive,nrkTrashExpressive,trashcanExpressiveIcon,NrkTrashExpressive,TrashcanExpressiveIcon
@nrk/core-icons/expressive,nrk-360-expressive,arrow-circle-perspective-counterclockwise-expressive,nrk360Expressive,arrowCirclePerspectiveCounterclockwiseExpressiveIcon,Nrk360Expressive,ArrowCirclePerspectiveCounterclockwiseExpressiveIcon
@nrk/core-icons/expressive,nrk-media-media-complete-expressive,checkmark-circle-checked-expressive,nrkMediaMediaCompleteExpressive,checkmarkCircleCheckedExpressiveIcon,NrkMediaMediaCompleteExpressive,CheckmarkCircleCheckedExpressiveIcon
@nrk/core-icons/expressive,nrk-open-in-new-expressive,open-external-expressive,nrkOpenInNewExpressive,openExternalExpressiveIcon,NrkOpenInNewExpressive,OpenExternalExpressiveIcon
@nrk/core-icons/expressive,nrk-media-rwd-30sec-expressive,go-backward-30-expressive,nrkMediaRwd30secExpressive,goBackward30ExpressiveIcon,NrkMediaRwd30secExpressive,GoBackward30ExpressiveIcon
@nrk/core-icons/expressive,nrk-online-expressive,wifi-expressive,nrkOnlineExpressive,wifiExpressiveIcon,NrkOnlineExpressive,WifiExpressiveIcon
@nrk/core-icons/expressive,nrk-settings-expressive--active,settings-solid-expressive,nrkSettingsExpressiveActive,settingsSolidExpressiveIcon,NrkSettingsExpressiveActive,SettingsSolidExpressiveIcon
@nrk/core-icons/expressive,nrk-hardware-laptop-expressive,laptop-expressive,nrkHardwareLaptopExpressive,laptopExpressiveIcon,NrkHardwareLaptopExpressive,LaptopExpressiveIcon
@nrk/core-icons/expressive,nrk-broadcast-expressive,antenna-expressive,nrkBroadcastExpressive,antennaExpressiveIcon,NrkBroadcastExpressive,AntennaExpressiveIcon
@nrk/core-icons/expressive,nrk-lock-expressive--active,lock-closed-solid-expressive,nrkLockExpressiveActive,lockClosedSolidExpressiveIcon,NrkLockExpressiveActive,LockClosedSolidExpressiveIcon
@nrk/core-icons/expressive,nrk-ellipsis-expressive,ellipsis-expressive,nrkEllipsisExpressive,ellipsisExpressiveIcon,NrkEllipsisExpressive,EllipsisExpressiveIcon
@nrk/core-icons/expressive,nrk-arrow-right-expressive,arrow-right-expressive,nrkArrowRightExpressive,arrowRightExpressiveIcon,NrkArrowRightExpressive,ArrowRightExpressiveIcon
@nrk/core-icons/expressive,nrk-heart-expressive,heart-expressive,nrkHeartExpressive,heartExpressiveIcon,NrkHeartExpressive,HeartExpressiveIcon
@nrk/core-icons/expressive,nrk-some-tommelopp-expressive,thumbs-up-expressive,nrkSomeTommeloppExpressive,thumbsUpExpressiveIcon,NrkSomeTommeloppExpressive,ThumbsUpExpressiveIcon
@nrk/core-icons/expressive,nrk-ellipsis-expressive--active,ellipsis-circle-solid-expressive,nrkEllipsisExpressiveActive,ellipsisCircleSolidExpressiveIcon,NrkEllipsisExpressiveActive,EllipsisCircleSolidExpressiveIcon
@nrk/core-icons/expressive,nrk-edit-expressive,pencil-line-expressive,nrkEditExpressive,pencilLineExpressiveIcon,NrkEditExpressive,PencilLineExpressiveIcon
@nrk/core-icons/expressive,nrk-some-share-ios-expressive,square-and-arrow-up-expressive,nrkSomeShareIosExpressive,squareAndArrowUpExpressiveIcon,NrkSomeShareIosExpressive,SquareAndArrowUpExpressiveIcon
@nrk/core-icons/expressive,nrk-more-expressive--active,ellipsis-vertical-circle-solid-expressive,nrkMoreExpressiveActive,ellipsisVerticalCircleSolidExpressiveIcon,NrkMoreExpressiveActive,EllipsisVerticalCircleSolidExpressiveIcon
@nrk/core-icons/expressive,nrk-more-expressive,ellipsis-vertical-expressive,nrkMoreExpressive,ellipsisVerticalExpressiveIcon,NrkMoreExpressive,EllipsisVerticalExpressiveIcon
@nrk/core-icons/expressive,nrk-link-expressive,link-expressive,nrkLinkExpressive,linkExpressiveIcon,NrkLinkExpressive,LinkExpressiveIcon
@nrk/core-icons/expressive,nrk-arrow-left-expressive,arrow-left-expressive,nrkArrowLeftExpressive,arrowLeftExpressiveIcon,NrkArrowLeftExpressive,ArrowLeftExpressiveIcon
@nrk/core-icons/expressive,nrk-back-expressive,arrow-uturn-left-expressive,nrkBackExpressive,arrowUturnLeftExpressiveIcon,NrkBackExpressive,ArrowUturnLeftExpressiveIcon
@nrk/core-icons/expressive,nrk-star-expressive--active,star-solid-expressive,nrkStarExpressiveActive,starSolidExpressiveIcon,NrkStarExpressiveActive,StarSolidExpressiveIcon
@nrk/core-icons/expressive,nrk-chevron-right-expressive,chevron-right-expressive,nrkChevronRightExpressive,chevronRightExpressiveIcon,NrkChevronRightExpressive,ChevronRightExpressiveIcon
@nrk/core-icons/expressive,nrk-star-expressive,star-expressive,nrkStarExpressive,starExpressiveIcon,NrkStarExpressive,StarExpressiveIcon
@nrk/core-icons/expressive,nrk-hardware-radio-expressive,radio-expressive,nrkHardwareRadioExpressive,radioExpressiveIcon,NrkHardwareRadioExpressive,RadioExpressiveIcon
@nrk/core-icons/expressive,nrk-latest-news-expressive--active,dot-radiowaves-circle-solid-expressive,nrkLatestNewsExpressiveActive,dotRadiowavesCircleSolidExpressiveIcon,NrkLatestNewsExpressiveActive,DotRadiowavesCircleSolidExpressiveIcon
@nrk/core-icons/expressive,nrk-bell-expressive,bell-expressive,nrkBellExpressive,bellExpressiveIcon,NrkBellExpressive,BellExpressiveIcon
@nrk/core-icons/expressive,nrk-lock-expressive,lock-closed-expressive,nrkLockExpressive,lockClosedExpressiveIcon,NrkLockExpressive,LockClosedExpressiveIcon
@nrk/core-icons/expressive,nrk-hardware-watch-expressive,watch-expressive,nrkHardwareWatchExpressive,watchExpressiveIcon,NrkHardwareWatchExpressive,WatchExpressiveIcon
@nrk/core-icons/expressive,nrk-media-chromecast-expressive--2,chromecast-2-expressive,nrkMediaChromecastExpressive2,chromecast2ExpressiveIcon,NrkMediaChromecastExpressive2,Chromecast2ExpressiveIcon
@nrk/core-icons/expressive,nrk-media-video-expressive,play-rectangle-expressive,nrkMediaVideoExpressive,playRectangleExpressiveIcon,NrkMediaVideoExpressive,PlayRectangleExpressiveIcon
@nrk/core-icons/expressive,nrk-tilgjengelighet-expressive,accessibility-expressive,nrkTilgjengelighetExpressive,accessibilityExpressiveIcon,NrkTilgjengelighetExpressive,AccessibilityExpressiveIcon
@nrk/core-icons/expressive,nrk-user-loggedin-expressive,face-grinning-expressive,nrkUserLoggedinExpressive,faceGrinningExpressiveIcon,NrkUserLoggedinExpressive,FaceGrinningExpressiveIcon
@nrk/core-icons/expressive,nrk-media-index-quaver-tiny-expressive,music-note-tiny-expressive,nrkMediaIndexQuaverTinyExpressive,musicNoteTinyExpressiveIcon,NrkMediaIndexQuaverTinyExpressive,MusicNoteTinyExpressiveIcon
@nrk/core-icons/expressive,nrk-media-playlist-remove-expressive,list-xmark-expressive,nrkMediaPlaylistRemoveExpressive,listXmarkExpressiveIcon,NrkMediaPlaylistRemoveExpressive,ListXmarkExpressiveIcon
@nrk/core-icons/expressive,nrk-chevron-left-expressive,chevron-left-expressive,nrkChevronLeftExpressive,chevronLeftExpressiveIcon,NrkChevronLeftExpressive,ChevronLeftExpressiveIcon
@nrk/core-icons/expressive,nrk-media-quaver-expressive,music-note-expressive,nrkMediaQuaverExpressive,musicNoteExpressiveIcon,NrkMediaQuaverExpressive,MusicNoteExpressiveIcon
@nrk/core-icons/expressive,nrk-chevron-down-expressive,chevron-down-expressive,nrkChevronDownExpressive,chevronDownExpressiveIcon,NrkChevronDownExpressive,ChevronDownExpressiveIcon
